"","X","country","session","year","text"
"1",40,"AFG",65,2010,"I join previous speakers in congratulating you  Sir  on your election as President of the General Assembly at its sixty-fifth session. I am confident that  under your able stewardship  our deliberations will be fruitful.  Sixty-five years ago  the creation of the United Nations heralded hope for global peace  security and   27 10-55128  respect for human dignity. Today  the United Nations remains the most effective universal body for preserving the principles upon which it was founded. As one of its earliest Member States  Afghanistan fully and consistently subscribes to the centrality of the United Nations and to the principles of multilateralism that guarantee a democratic international order in which we all have an equal voice and participation in decisions impacting our world.  Today more than ever before  our world demands a commitment to working together so that we may overcome the multifaceted challenges and threats to our survival and well-being. The United Nations is pivotal to our ability to translate our common sense of purpose and determined political will to replace desperation with hope  poverty with prosperity  injustice with justice and violence with peace.  Last week  the High-level Plenary Meeting on the Millennium Development Goals (MDGs) adopted an outcome document and plan of action for the full realization of the Millennium Development Goals (resolution 65/1). Fifteen years ago when the MDGs were adopted  we recognized that comprehensive and collective effort was essential to the attainment of the Goals. Last week’s summit again underscored the need for enhanced international cooperation and coordination in order to achieve human development and well-being.  Afghanistan remains fully committed to meeting its MDG targets. We have made some progress  but the scourge of international terrorism  insecurity and threats to the rule of law and governance remain enormous challenges to promoting human development in Afghanistan.  On the eve of the ninth anniversary of the declaration of the global war on terror in October 2001  the international community’s promise to the people of Afghanistan of a life free from the fear of the threat and exploitation of international terrorism remains unfulfilled. Afghans continue to suffer from horrific acts of terrorist violence on a daily basis.  On many occasions from this rostrum  the Afghan delegation has drawn the global community’s attention to the reality that terrorism and the ideologies of extremism and radicalism are spawned beyond the borders of Afghanistan. In spite of the combined efforts of our military allies  terrorists continue to infiltrate our borders with the intent of inflicting harm on our people and the brave soldiers of partner countries. As long as certain State and non-State actors provide  Al-Qaida and affiliated individuals and entities with sanctuary  arms and financing  they will remain formidable and murderous adversaries.  Terrorism in our region is a growing threat to world peace and security. The audacity and geographic scope of extremist and terrorist groups harboured in our region continue to expand. If our international partners and allies wish to win the global war on terrorism  they must look beyond villages in Afghanistan and engage in a strategy that will effectively and decisively dismantle organizations and networks that continue to support terrorist and radical militants with impunity. Terrorism remains a global challenge that can be defeated only through a concerted international effort.  In this context  Afghanistan is committed to expanding counter-terrorism cooperation with the Government of Pakistan and with other countries in our region.  The people of Afghanistan have known too much violence and too much despair. We have seen too many of our young people lose their lives as a result of war and conflict. The Afghan people crave peace  stability and security. Although our fight against those who menace the lives and well-being of our people will continue unabated  we recognize that the success of our efforts for development and prosperity will depend largely on our ability to achieve sustainable peace in our country.  With this objective in mind  the Afghan Government convened a National Consultative Peace Jirga in June of this year. The Jirga fulfilled President Karzai’s promise to consult and engage all Afghans in peacebuilding initiatives. The Jirga — which assembled tribal leaders  parliamentarians  and representatives of provincial councils  businesses and civil society  and had over 20 per cent female participation — helped to jump-start a representative peace and reconciliation process that will be pursued in conformity with our Constitution and human rights commitments.  The Consultative Peace Jirga agreed on a framework to encourage the rank and file of the Taliban to end violence and to join a reconciliation and reintegration process. It defined the conditions for a peace dialogue with Taliban leaders and endorsed the    10-55128 28  establishment of a peace commission to oversee the reintegration of armed opposition fighters who renounce violence  resume civilian life  accept our Constitution and embrace our democracy.  Over the past eight years  we and our international partners have realized substantial achievements  but also have made mistakes. Many challenges and obstacles remain to ensuring sustainable security for the people of Afghanistan and to meeting their aspirations to a better life and future. At the London and Kabul Conferences held earlier this year  the international community not only reaffirmed its commitment to safeguarding Afghanistan’s sovereignty  territorial integrity and stability  but also recognized the critical importance of Afghan ownership and leadership to consolidating our joint achievements and engaging the greater confidence of the Afghan people.  By building on the mutual commitments made at the milestone Conferences in London and Kabul to transfer security and development responsibilities to the Afghans  and by pursing comprehensive economic development  security  governance and our inclusive reconciliation strategies  we are convinced that we will successfully combat the efforts of extremists and terrorists seeking to regain hold of Afghanistan.  For our part  the Government of Afghanistan is steadfast in its commitment to pursuing the reform agenda that President Karzai outlined in his inaugural speech. We are committed to reinforcing our social compact with the people of Afghanistan by strengthening our judiciary  combating corruption  revitalizing our economy and promoting good governance at all levels of the Government. As demonstrated by the recently held parliamentary elections  the Government and the people of Afghanistan are steadfast in advancing our democracy.  With the support and collaboration of our international partners and allies  we are committed to enhancing the capacity and ability of the Afghan Security Forces to assume greater responsibility for the protection and security of our country. In this context  I wish to acknowledge the enhanced effort of our military allies to protect our civilian populations from the detrimental effects of military operations against the terrorists and militants.  The people of Afghanistan embrace the challenge of building a better future. However  the insidious dangers of extremism and terrorism and their ever-increasing link to narcotics pose a serious threat to the security and stability of our country and our region. Alongside our fight against terrorism  we are committed to working closely with our neighbours and other international partners to win the war on narcotics.  To complement our efforts to eliminate poppy production  we wish to see greater action to counter smuggling of precursors into our country and to reduce the demand for and consumption of drugs in other countries.  Recent climate-induced disasters experienced in our region  such as the catastrophic floods in Pakistan  not only pose severe challenges for local populations and national Governments  but may also have ramifications for the economies of countries in the region and for global security. We see increased urgency for effective regional collaboration on disaster mitigation and response.  At various international  regional and subregional gatherings  we have emphasized the importance of a stable  democratic and moderate Afghanistan to the economic development of our region and global security. By virtue of its location at the crossroads of four geostrategically important regions — Central Asia  South Asia  China and the Middle East — Afghanistan could play an important role in facilitating increased trade and transit and unleashing the enormous potential of our region. We will work towards further gains in trade and transit with countries in the region.  The recent conclusion of the Afghanistan-Pakistan- Transit Trade Agreement and the signing by the heads of State of Turkmenistan  Afghanistan  Pakistan and India of an agreement on a gas pipeline project are milestones for increased regional cooperation. In addition  we have concluded the feasibility study for a Central Asia-South Asia project for the transfer of electricity from Kyrgyzstan and Tajikistan to Afghanistan and Pakistan. These initiatives will contribute greatly to peace  security and stability in our region. Afghanistan stands ready to step up cooperation with all its neighbours on economic  political and crime-related issues.  I have spoken of the desire of the people of Afghanistan for peace and stability and of our right to them. We are  however  acutely aware that for over half a century our brothers and sisters in Palestine have   29 10-55128  been denied their right to an independent State living in peaceful coexistence with its neighbours. We are encouraged by the resumption of direct talks between the Israeli and Palestinian leadership  which give us hope that sustainable peace in the Middle East may be secured.  To conclude  I thank the States members of this Assembly for their solidarity and their support for the liberty and well-being of the people of Afghanistan. The Afghan people will never forget the generosity and great sacrifices of the United States  NATO and other international partners  whose men and women have bravely stood with us to defend our common security and ensure peace and stability for Afghanistan.  I thank Secretary-General Ban Ki-moon for his efforts to revitalize the sense of partnership  cooperation and confidence between Afghanistan and the international community. I also thank the dedicated and committed staff of the United Nations and its specialized agencies for helping the Afghan people build a peaceful  secure and prosperous future."
"2",79,"AGO",65,2010,"First  I should like to take this opportunity to congratulate the President on his election to the presidency of the General Assembly at its sixty-fifth session and to assure him that he can count on the support of Angola so that at the end of this session we will all be better prepared to respond to the multiple and complex challenges facing the international community. I also take this opportunity to convey  though the President  our most sincere gratitude to the outgoing President for the selfless manner in which he conducted the sixty-fourth session.  In the last decade several events have profoundly marked the world community  including natural calamities and man-made disasters  which should lead us to consider the need to work towards a more cooperative and increasingly integrated world  for no one is immune to those phenomena. The terrorist attack of 2001 on the Twin Towers of New York that killed more than 3 000 people  the tsunami of December 2004 in which more than 200 000 people perished  the recent earthquake in Haiti that caused more than 200 000 deaths  and the series of natural disasters that have occurred on every continent  added to the global financial and economic crisis  should awaken us to the fact that we live in a different world that requires broader cooperation among nations  given that those phenomena are unforeseeable.  Therefore  in today’s world  the consequences of the irresponsibility of a few can have repercussions on the lives of us all. It is thus imperative that we pursue relationships that have greater balance and equality between large and small and rich and poor  because the new reality is that we are increasingly interdependent in a global world.  Angola  has always been convinced of the important role of the United Nations and of multilateral diplomacy in general  because no country can progress and develop unilaterally  isolated from the community of nations and alienated from the common problems affecting humanity as a whole.   25 10-55276   In the President’s speech to the General Assembly on the occasion of his election (see A/64/PV.93)  among other things he set the following topics as priorities for the sixty-fifth session: climate change  the Millennium Development Goals  food security  sustainable development  rebuilding and strengthening fragile post-conflict States  and humanitarian aid and disarmament. Angola is of the opinion that the environment and other issues he mentioned must remain priorities on the national and international agendas. They are crucial for sustainable development  for the growth of our economies  for the implementation of national strategies for combating poverty  and for the attainment of the Millennium Goals.   At the Food and Agriculture Organization’s Regional Conference for Africa  held recently in Luanda  the participants expressed their concern about the impact of climate change on the world food crisis in some regions and recommended that States make an extra effort to reduce its impact on agriculture.  Angola believes in the importance of multilateralism as the best form of treatment and resolution of the multifaceted challenges that humanity faces today. In that context Angola advocates a shared commitment to find solutions to our problems at all levels.  My country gives priority to political and diplomatic coordination and to strengthening institutional relations with the organizations of the United Nations system  as well as with the regional and subregional organizations to which it belongs  namely  the African Union  the Southern African Development Community (SADC)  the Economic Community of Central African States (ECCAS)  the International Conference on the Great Lakes Region (ICGLR) and the Commission on the Gulf of Guinea  the latter having its headquarters in Angola.  In the Commission on the Gulf of Guinea  member States cooperate with a view to managing potential conflicts linked to maritime borders and managing shared maritime resources  as well as coordinating policies for the prevention of maritime trafficking and piracy  thus providing security to a region that produces more than 15 per cent of the world’s oil.  With that motivation  Angola and its armed forces bravely participated in the liberation of southern Africa  having contributed to the independence of Namibia and to the end of apartheid in South Africa. With that same motivation we contributed to the stabilization of the Republic of Congo and the Democratic Republic of the Congo. With other international partners of the United Nations  we are participating in the training of the armed forces of the Democratic Republic of the Congo.   Today the Angolan armed forces are a factor for stability not only for Angola  but also for the southern and central regions of Africa  where we are part of the early warning mechanisms of SADC and ECCAS. At present we are committed to finding solutions to the crisis in Guinea-Bissau  in close cooperation with other partners in West Africa  namely  the Economic Community of West African States  and in partnership with the Community of Portuguese-Speaking Countries.  It was therefore with great amazement that we learned of the mention of involvement by the Angolan armed forces in alleged acts of human rights violations in the Democratic Republic of the Congo in a report intended to be circulated as a document of the High Commissioner for Human Rights. We stress that that document was produced at the initiative of an organ of the United Nations Secretariat with no specific mandate from the Secretary-General or from Member States.   It is important to emphasize before the Assembly that Angola intervened in the Democratic Republic of the Congo on the basis of a SADC mandate  at the request of the Government of the Democratic Republic. That intervention made it possible to stop the bloodbath and to save the lives of millions of people and lay the basis for the negotiations that culminated in the establishment of the transitional Government  the installation of the United Nations peacekeeping mission and the successful holding of the first democratic elections. It thus contributed to the pacification of the Great Lakes region.  Angola vehemently rejects the insinuation and considers abnormal the manner in which that so-called mapping exercise was conducted. We question the motivations behind that venture. We would like to reiterate that Angola and the Angolan armed forces will continue to act responsibly and on the basis of international standards and scrupulous respect for human rights.  The report of the Secretary-General to the sixty-fifth session contains references to peace and security  considering them essential for development and for the    10-55276 26  promotion of and respect for human rights. Angola shares the concerns of the Secretary-General. Our experience shows that only peace  the democratic rule of law and respect for human rights can guarantee the stability necessary for sustainable development and improvement of the living conditions of our people. Angola encourages the efforts by regional organizations and the United Nations in conflict resolution and peacekeeping to ensure global security and stability.  A situation that is certainly of concern to all of us is the conflict in the Middle East. Angola recognizes that it has lasted a long time  with serious consequences for the population. Therefore we support the resumption of peace talks by President Barack Obama with a view to creating a Palestinian State that coexists peacefully with the State of Israel.  Angola is also concerned at the persistence of the economic  commercial and financial blockade against Cuba  despite successive General Assembly resolutions demanding its immediate removal. That unilateral measure  particularly its extraterritorial effects  is contrary to the principles and norms of international law and contributes to the precarious humanitarian and social situation of the Cuban population. From this rostrum we reiterate our vehement appeal for the lifting of a measure whose anachronistic nature has been restated here on numerous occasions.  Regarding the question of Western Sahara  Angola notes with concern that despite various United Nations resolutions and initiatives  there has not been the type of progress that would lead to meeting the aspirations of the Saharan people. We urge the Secretary-General to continue his efforts to attain those objectives.  Mutually beneficial cooperation  the promotion of peace and respect for human rights remain the major drivers of Angolan foreign policy  based on the observance of the principles of respect for sovereignty and territorial integrity  equality and non-interference in the internal affairs of other countries.   Internally  and as a result of experiences during different periods in our history  marked by three decades of war and political instability  Angola is now entering a new cycle  of which we are very proud. It is characterized by the adoption of a new constitution that marks the end of the transition period and definitively establishes democratic rule of law  given that elections will be held in June 2012.  We are aware that we still have a long way to go  especially in view of all the time lost and the delays accumulated in several areas. But it seems important to us to emphasize that the progress already achieved did not happen by chance. Rather  it resulted from the leadership efforts of the Angolan executive organs  the pragmatism of its policies and its commitment to better the human development indexes  which are reflected today in the improved welfare of the people.  After eight years of peace  Angola has implemented economic and social reform policies that have allowed for the revitalization of its economy and the rehabilitation of key infrastructure. Such policies have enabled the country’s annual growth rates to average double digits  with a direct impact on the improvement of basic indicators of the Millennium Development Goals.   Since 2002 more than 2 million children have been enrolled in primary education. The percentage of children attending school has risen sharply  to 76 per cent. The rate of infant and maternal mortality fell considerably  from 1 400 per 100 000 live births in 2001 to 660 per 100 000 live births in 2010. Moreover  in order to eradicate hunger and poverty  Angola has adopted its National Food Security Strategy (2009-2014) as a mechanism to increase agricultural production in a sustainable manner.  We are convinced that the international community is also aware of how much still has to be done  particularly in the areas of financing for development and the materialization of the commitments made at major international conferences on financing for development.  Finally  the reform of the Security Council  given its importance in the democratization of international relations  must remain a topic on the agenda of the Organization. In that connection  Angola reiterates its support for the African common position embodied in the Ezulwini Consensus. "
"3",126,"ALB",65,2010,"It is a special honour for me to address the sixty-fifth session of the General Assembly. I would like to congratulate the President on his election to this important position. His experience and continuing commitment strengthen my conviction that he will take the achievements of his predecessor even further. Albania will fully support him as he fulfils his mandate. I take this opportunity to express our special appreciation to the Secretary-General for his continuing efforts to revitalize the global role of the United Nations  as well as to reform the Organization.  Albania is of the view that the role of the United Nations remains powerful  coherent and irreplaceable as the centre of effective global action. It must continue to be encouraged and supported in its efforts to overcome the challenges of achieving open international cooperation  sustainable peace and security  ongoing development and greater respect for human rights and fundamental freedoms.  We live in a global world  interconnected and interdependent  where States and nations must assist and support each other in the search for a comprehensive answer to the common problems and new challenges that we face. Multilateralism remains a priority for the entire international community. In this context  a reformed United Nations — revitalized  dynamic  powerful and effective — is crucial to the complicated process of global governance. In this path of cooperation around the world  the role of the United Nations is irreplaceable  especially in regard to how we make use of our human and material resources.  Rapidly evolving issues throughout the world  each with positive and negative consequences that must inevitably influence the challenges the future will bring  must be given special priority and approached with special care. The United Nations challenging agenda must focus on strengthening peace and security  fighting terrorism  and the issues of stable development  climate change  poverty reduction  the non-proliferation of weapons of mass destruction  natural disasters  human rights  migration  and others. Albania remains committed to contributing to this agenda.  The lead role of the Organization and its agencies in administering its budgetary and human resources should be responsive to the requests of Member States. The establishment of the United Nations Entity for Gender Equality and the Empowerment of Women is the most recent example of tangible success in United Nations reform. Strengthening the role of women in society will not only enhance political life but also help their emancipation and harmonious development.  The Millennium Development Goals (MDGs) are a priority in our work. Following the adoption of the Millennium Declaration (resolution 55/2) a decade ago  Albania has advanced towards meeting the MDGs in all areas and with respect to all indicators. It has also made great efforts to incorporate the MDGs into its national development strategy.  We are fully committed to reaching the goals set forth in the acquis communautaire of the European Union (EU)  which requires increasing investment in social issues  establishing local and central governance systems  and enhancing development capacity in order to guarantee the ongoing improvement of the well-being of the Albanian people. However  as a full-fledged member of NATO and in the light of its internal democratic stability  Albania is now seeking greater standing in the world as a way to bolster its development in the long term.  Delivering as one is a crucial factor in the reform designed to assist in development around the world. United Nations efforts to establish system-wide coherence offer a real possibility to make the United   29 10-54833  Nations more effective. As a pilot country  Albania is a success story  having committed itself fully from the onset. The One United Nations concept in Albania is being developed in complete harmony with national sovereignty and national ownership of development  while responding to the specific needs of the country. The responsibility of being a pilot country further encourages us to make this initiative a success. It is also an opportunity for us to contribute to the overall reform of the United Nations.  Albania has signed a memorandum of understanding with the United Nations Department of Peacekeeping Operations. As a NATO member  Albania is a force for peace and stability in the region. Not only does Albania follow a policy of good-neighbourly relations and strive for the preservation and strengthening of stability in its own region  it also has shown its interest in and commitment to stability and peace in other parts of the world by contributing military and civilian personnel to the peacekeeping missions of various international security organizations and of the United Nations  including the United Nations Mission in the Central African Republic and Chad and missions in Afghanistan and Iraq. We are thus willing to contribute peacekeeping troops anywhere in the world under the auspices of the United Nations and regional security organizations like NATO.  Terrorism remains a major threat to peace  international security and world order. The fight against terrorism remains a priority that requires great determination resolve. This global threat may be prevented and addressed through collective action  strong responses and the mobilization of all States Members of the United Nations. We must show our nations that  as a part of our responsibility  we shall stand resolute and united against terrorism. Together  we must define a collective platform and strategy for victory in the war against terror by strengthening the international system and order.  We praise and appreciate the work of the Security Council and its committees for their engagement with and active support for Member States through their effective implementation of the Council’s counter-terrorism resolutions  in particular resolutions 1269 (1999)  1373 (2001)  1540 (2004) and 1624 (2005). Albania remains fully committed to cooperating with the Security Council in this regard.  Albania appreciates the Secretary-General’s contributions to addressing the issue of the Middle East  particularly in the discussions aimed at achieving a sustainable solution acceptable to all parties. All peoples share the desire to live in peace  and Governments have an obligation to guarantee it. We support the relaunched dialogue process and hope that  with the commitment of the international community  the Palestinians and Israelis will take the steps necessary to achieving stable peace in that important region.  Albania believes that the Alliance of Civilizations is a political means for the United Nations to promote peace and harmony among civilizations and to build an inclusive society through education  understanding and mutual knowledge. As a member of the Group of Friends  we shall take active part because we believe in dialogue and contacts among different cultures  in the need to know and respect each other  and in the necessity of defending the unique as part of the richness of the whole. Our approved national strategy for intercultural dialogue and the holding of the Inter-Religious Forum in Tirana in January have served to enrich our experience. However  our participation in the Third Global Forum of the Alliance of Civilizations led us to believe that a better job of fighting stereotypes and prejudice is still needed  as are greater efforts to make modern multicultural societies more cohesive.  Albania’s integration into and membership of the European Union is a key priority of our foreign policy  where there has rarely been a broader political and social consensus. The important steps taken by Albania towards EU membership and the phases of cooperation under the framework of the integration process have shown a great deal of potential.  The end of this year promises to be decisive as we approach two decisions of great importance: the completion of the visa liberalization process with the EU and the achievement of candidate status for EU membership. Albanians will finally be able to enjoy the real freedom for which they fought and sacrificed longer and more deeply than any other European nation. The near-unanimous decision of the European Parliament’s Committee on Foreign Affairs to remove the requirement that Albanians obtain visas to enter the EU not only gives us great joy  but also confers greater responsibility on us to fulfil our commitments as we prepare for EU membership.    10-54833 30   We guarantee that the seriousness with which we completed the EU questionnaire and our responsible approach to our relations with all European Union institutions and member countries will remain the hallmarks of our efforts to earn the status of candidate country at the earliest possible date.  Albania’s membership in NATO and its integration into the European Union are important regional processes inseparable from the full integration of the region. We believe that every Western Balkan country is entitled to play a role in contributing to and assuming responsibility for the integration and emancipation of the region. I am happy to acknowledge that the high level of regional cooperation and political awareness show that the only way forward is through Euro-Atlantic integration.  These are hopeful and promising times  now that the bitter past of that part of Europe has been consigned to history. Albania and Albanians will continue to contribute to stability  security  long-term peace and economic growth by encouraging integration policies related not just to security and economic development  but also to coexistence among countries  peoples and nations  cultures  traditions and history.  A few days ago  a rare occurrence took place in this very Hall with the adoption by consensus of resolution 64/298 on the international legitimacy of the declaration of Kosovo’s independence. That was a very important event for Kosovo  Serbia  the Western Balkans  a united Europe and the United Nations. I would like to express my gratitude for the commitment and engagement of all international actors  especially the European Union  which imbued the resolution with the contemporary philosophy and openness of Europe. The European Union showed its cohesiveness and proved that the integration policies of our region are unstoppable and full of hope  and that the only way to unite with Europe is through dialogue and cooperation among neighbouring countries.  Now that the matter of the status of Kosovo and its borders has been settled definitively  it is time to begin a dialogue on practical issues. We hope that the message enshrined in the resolution will immediately be put into practice by the two independent countries. We support the immediate launch of dialogue between Kosovo and Serbia. We support sincere and constructive dialogue to resolve practical issues of interest to the daily concerns of their citizens  to help them and to facilitate and even calm the situation of the respective Albanian and Serbian minorities. It is time to resolve the problems and issues concerning representation  language and education  among others  in the spirit and vision of a common European future.  Albania considers the consensus adoption of resolution 64/298 to be an important step not only in respect of the advisory opinion of the International Court of Justice and the authority of the United Nations  but also for the consolidation of the State of Kosovo and its democratic and European institutions  its independence and integrity  and its future as a Member of the United Nations.  Albania appreciates the work of the Security Council in its engagement towards the implementation of the United Nations Charter and international law  which are essential to peaceful coexistence and cooperation among Member States in addressing common challenges and contributing to international peace and security.  The advisory opinion of the International Court of Justice legally confirmed that the independence of Kosovo remains a sui generis case that does not set a precedent for situations in other countries. Now is the time to prove with concrete facts that we respect the United Nations and the values that have united us here today. Today is the day to testify that we support its authority and its independent institutions. Today is a golden opportunity to accept the truth and to declare it loudly.  Today  we have a responsibility towards a country and a people that rightly wish to be among us and have given ample evidence that they truly deserve it. I take this opportunity to appeal to my colleagues  whose countries have not yet recognized the independence of Kosovo  to recognize it now  by assuring them that this is the only way to contribute to long-term stability and peace  not just in the region but also globally.  In conclusion  I would like to confirm once again that Albania is determined to continue to support the United Nations agenda and the stronger functioning of the Organization at all levels."
"4",149,"AND",65,2010," It is certainly a great opportunity for the Principality of Andorra and the Government I represent to address the Assembly. The United Nations is the forum that  true to its origins  today represents the greatest source of hope for many people  countries and Governments.  In Andorra  we are aware of what being a small Member country of the United Nations involves — that is  a determination to engage in cooperation  hard work and honest efforts. The world is the sum of our possibilities and our efforts  and of the aspirations of each of us.  The world in the twenty-first century is neither better nor worse; it has the same defects  contrasts and virtues as in earlier centuries  but the rules of play are more dynamic. Thanks to new technology and social networks  citizens now have greater weight than in earlier times in alerting and motivating the political and economic leaders and seeing that they remain active.  Despite all that  today we live in a world of patent contrasts  where hunger continues to be one of our worst evils. More than a billion people suffer from malnutrition and poverty. The consequences of the food  environmental and economic crises have compounded the situation of the most vulnerable populations.  During the World Summit on Food Security in Rome last November  we decided to adopt measures to halve by 2015 the number of people suffering from malnutrition and hunger  combining all possible efforts to achieve the first of the Millennium Development Goals. In the Group of 20 (G20) meeting in Toronto  the Secretary-General defended the position of the most vulnerable populations and asked the 20 leading world Powers to develop new policies for combating poverty.  The struggle to combat climate change  however  is still unresolved. The natural disasters that the people of Haiti and Pakistan have had to deal with show how devastating the effects of climate change can be. It is a phenomenon that jeopardizes the poorest populations  affects access to water  compounds malnutrition and leads to violence. The economic impact on developing States is terrible.  While the threats are real  the solutions are real too. The possibility of dealing with them exists. During the Copenhagen Conference  the States parties to the Climate Change Convention initiated negotiations for an agreement. We hope that at the Conference on Climate Change to be held in Cancún in December  an effective and scientifically ambitious text will be adopted that will make it possible to reduce greenhouse gas emissions.  Andorra is engaging in activities aimed at combating climate change  particularly water treatment and reduction of substances that deplete the ozone layer. In the next few months our Government also plans to approve ratification of the United Nations Framework Convention on Climate Change.  It is clear is that the current crisis is forcing us to rethink the structures of the global financial system to make it more equitable  more ethical and at the same time more sound  in order to ensure that world leaders’   13 10-55128  aspirations can — little by little  but more each time — converge and agree on what the most vulnerable peoples  countries and democracies truly need.  Andorra has succeeded in moving off the Grey List of the Organization for Economic Cooperation and Development (OECD)  thanks to the signing  between September 2009 and February 2010  of 17 bilateral agreements on the exchange of tax information. Our firm commitment to the recommendations of OECD and the international community as a whole  as expressed at the G20 meetings  has laid the foundations for our business structure and boosted confidence in Andorra’s financial sector.  We wish to move forward on the road to transparency and international cooperation in combating tax fraud. We therefore believe that a permanent European mechanism for financial stability should be established  as well as very strict regulation of the products known as derivatives. It would also be desirable to create a European agency to rate the solvency of the financial activities and of its administrations.  We also wish to continue to work  from a perspective of respect  in an Organization such as the United Nations  reformed and consolidated  able to help the international community to move forward at this stage of its history  avoiding any exacerbation of the inequalities that fuel violence and hatred.  We therefore need to promote an international definition of minimum social guarantees for all mankind. Andorra firmly believes that the United Nations can ensure the necessary equilibrium  respect for all States — regardless of their economic  political or military power — and the application of international law. The United Nations Charter urges Member States to apply tolerance and to combine their efforts to maintain international peace and security — in short  to ensure that the aspirations and needs of all coincide.  In the last 65 years  the United Nations has taken many actions to promote disarmament  development and the rule of law and democratic practices  and it continues to do so. The Organization and its Member States have been supported by non-governmental organizations and grass-roots movements  which have worked to ensure that the tragic experiences of the twentieth century are not repeated.  One of the features of my country is that we have no army. For more than 700 years Andorra has lived in peace  without a single armed conflict. Today  determined to show our international commitment to disarmament  Andorra intends very soon to ratify the Convention on Cluster Munitions.  Let us remember that the founding principles of our Organization are equality  the defence of human rights and the prohibition of any form of discrimination.  The Human Rights Council is the principal forum for the discussion of the defence of human rights. Thanks to the Universal Periodic Review  all Member States are subject to a unique exercise in dialogue  which encourages us to respect human rights and fundamental freedoms. This process is proving to be effective  but there are still a number of challenges to overcome. Andorra will undergo this review for the first time in the coming month of November.  To mark the twentieth anniversary of the Convention on the Rights of the Child  Andorran civil society and  in particular  the Andorra National Committee for UNICEF have carried out many activities jointly with Andorran institutions to raise awareness of that text and educate the population on the importance of defending the rights of the child.  Combating violence against women is one of the priorities of the Government that I represent. On  14 April this year  we created the Secretariat for Equality and Welfare  with the objective of coordinating the range of actions aimed at promoting the status of women and establishing new policies in the area of gender. This year  we are celebrating the fifteenth anniversary of the adoption of the Declaration and Platform for Action at the Fourth Conference on Women  held in Beijing.  During the March 2010 session of the Commission on the Status of Women  we recognized that women have an essential role to play in promoting broad and sustainable socio-economic development. Progress has been made on improving the status of women  but  unfortunately  it is not enough. We must continue promoting the rights of women and fighting domestic violence.  According to a report by the United Nations Office on Drugs and Crime (UNODC)  the most profitable illegal activity in Europe is human    10-55128 14  trafficking. Eighty-four per cent of the victims of human trafficking in Europe have been enslaved for the purposes of sexual exploitation. It is important to focus on that issue from the perspective of protecting victims  which will certainly be integrated into the development of the United Nations Plan of Action to Combat Trafficking in Persons  adopted on 30 July 2010 (resolution 64/293).  Over the coming months  Andorra will ratify the Council of Europe Convention on Action against Trafficking in Human Beings  which is a compelling demonstration of our State’s international commitment to this fight and of our will to support international instruments aimed at protecting human rights and preserving the fundamental values of our democratic societies.  The Government that I represent commends the recent decision by the United Nations to create the United Nations Entity for Gender Equality and the Empowerment of Women (UN Women). I wish this new body the greatest success; it can count on the full support of my country  and we will work in solidarity with Michelle Bachelet.  At present  we are all experiencing a profound global economic crisis  which threatens the European model of society. This crisis is also cultural and affects values such as solidarity.  As we celebrate 2010 as the International Year for the Rapprochement of Cultures  we have the opportunity to remember the relevance of cultural diversity. Learning about others  tolerance and respect for human rights and human dignity are the ingredients needed to build a harmonious and peaceful society.  Perhaps as a result of the small size of Andorra  or of its geographical surroundings — abrupt and extremely beautiful — in the Pyrenees  we have been able to develop natural and strong human relationships  through which our attachment  commitment or disagreement with all people is shown sincerely  without filters and without doublespeak. Therefore  when large-scale natural disasters  humanitarian crises or international emergencies occur  Andorra responds  and it does so sincerely  with voluntary contributions commensurate with international norms and additional contributions when called for by the situation. Andorra  in accordance with its national budget  is always present and always does its part. Based on this solidarity  we support and promote international development cooperation  and our country has a number of non-governmental organizations that devote vigorous efforts to working in this area.  The challenges we are forced to face are numerous. We have the good fortune of being able to work together in order to overcome them. It is indeed a great responsibility  but it is also a great opportunity. It is an opportunity to come up with solutions that meet the needs of those worst off.  In conclusion  I should like to wish you  Sir  the best of luck and the greatest of success over the coming year. I am convinced that you will make great progress towards improving the individual and collective impact of our Organization."
