"","X","country","session","year","text"
"1",44,"AFG",69,2014,"It gives me great pleasure to express my sincere congratulations to the President on his well-deserved election to the presidency of the General Assembly at its sixty-ninth session. We are confident that his wisdom and experience will ensure constructive and fruitful deliberations on the very important and vital issues before the Assembly. I should like to assure him of the full cooperation of my delegation to that end. I also express my deep appreciation to his predecessor and my gratitude to Secretary-General Ban Ki-moon for his competent and excellent leadership of the Organization.I am delighted to report to the Assembly that Afghanistan has achieved a significant milestone with the successful conclusion of its presidential elections  including the important task of recounting the votes. The new President  Mr. Mohammad Ashraf Ghani Ahmadzai  will be sworn in on 29 September. Afghanistan is witnessing the transfer of power from one elected administration to the next. While Afghanistan faces marked challenges  we are confident that the new Government  which enjoys the full backing of the vast majority of Afghans  will strive to bring about political security and socioeconomic prosperity to Afghanistan and  by extension  to the region and beyond.It was more than a decade ago that many countries of the world joined the Afghan people in their struggle for peace and fought against the forces of extremism and terrorism. In that regard  we have collectively achieved tangible results. Unfortunately  however  the menace of terrorism and extremism continues to threaten security  socioeconomic development and peace  not only in Afghanistan but also in the region. There is an urgent need for a comprehensive response to the threats from terrorism  drugs and extremism at the regional and international levels.Today  Afghanistan has credible political institutions  an elected Parliament  a Constitution and elected provincial councils supported by the brave Afghan National Security Forces. The people of Afghanistan have witnessed many positive achievements in the past decade  including in the fields of socioeconomic development  education — especially education for our girls — health  communications and information technology  and the promotion and protection of human rights  including particularly the rights of women. Afghanistan has one of the most dynamic media scenes in the region  propelled by the freedom of expression that the Afghan people have enjoyed for more than a decade. We should also underscore the pioneering spirit of our youth  who are behind much of the innovativeness and diversity of thought in academia and in the private sector.The Afghan people appreciate and thank the international community for the vital support that it has given the country to build security  peace and prosperity in Afghanistan. We look forward to continued mutual cooperation with the international community to protect our achievements and ensure the sustainability of a strong partnership.The transfer of security responsibilities from the international forces to the Afghan National Security Forces for the whole of Afghanistan  launched in the summer of 2011  will be achieved by the end of 2014. As we speak  Afghan forces are providing security independently across the country  despite increasing acts of terrorism inside Afghanistan  which are being committed with support from terrorists from beyond our borders. The growing levels of violent extremism and the alarming developments in the Middle East and other parts of the world make international support for the NATO mission in Afghanistan even more imperative.Parallel to our ongoing efforts to enhance the capacity and capabilities of our National Security Forces  the Afghan Government is also pursuing a dialogue to achieve peace through political means and reconciliation. We have put in place clear conditions in order for that process to be accepted by the Afghan people. For instance  we demand the renunciation of violence and respect for Afghanistan’s Constitution  as it guarantees full and equal rights to Afghan men and women and is the only tool for the preservation of our collective achievements of the past decade.Afghanistan strongly believes in comprehensive  long-term  friendly and good-neighbourly relations between Pakistan and Afghanistan in the fight against terrorism and the strengthening of peace and stability between the two nations in the region. At the same time  we would like to express our serious concern over the rocket attacks by Pakistani forces onto Afghanistan’s soil. The continuation of such attacks is unacceptable to Afghanistan. We hope that the Government of Pakistan  considering our common interests in ensuring peace and stability  will put an end to any kind of acts that could endanger the prospects for good-neighbourly relations and will act to protect cooperation and trust between our two nations.The Afghan Government is keen to reduce the negative economic impact of the security transition and to move towards sustainable economic development in at least three ways.First  we will focus on the development of agriculture and the agribusiness sector  where more than 70 per cent of our population is directly or indirectly engaged  with enormous potential for growth and employment generation.Secondly  Afghanistan is estimated to hold trillions of dollars worth of natural resources  including minerals and hydrocarbons  representing a guaranteed source of wealth and income for generations to come. We already have several State-owned and private companies from China  India  the United Kingdom  Canada  Turkey  the United Arab Emirates  Azerbaijan and other countries  in addition to Afghan companies  expressing a keen interest in investing billions of dollars.Thirdly  Afghanistan is now on the eve of a transformative decade  from 2015-2024  which will be a multidimensional process that will have security  political and economic ramifications. Therefore  the pledges made at the 2012 Tokyo and Chicago Conferences will maintain the Afghan Government’s overall socioeconomic efforts. Afghanistan critically needs the continuation of that support from its international partners over the next few years.Afghanistan’s report on its progress in achieving the Millennium Development Goals (MDGs)  published in late 2013  shows that the progress with regard to most of the MDG targets  in particular those related to health and universal primary education  is commendable. Despite only starting in 2005  Afghanistan is committed to achieving most of the MDGs by 2020. Meanwhile  national consultations are under way to synchronize efforts towards achieving the off-track MDG targets  bearing in mind the outcome of the Open Working Group on Sustainable Development Goals.As we embark on the important task of crafting the new post-2015 development agenda at this session  I am happy to inform members that that process also coincides with Afghanistan’s transformation decade. Both are top priorities for Afghanistan’s national development agenda. We appreciate the work of the United Nations in recognizing the need to reduce the number of sustainable development goals to an affordable  achievable and realistic number in the post-2015 development agenda. We are of the view that that agenda should leave no one behind  it should be adaptable to both global and local settings  and it should have sustainable development and poverty eradication at its centre.Our region is blessed with vast resources and opportunities for economic cooperation. An expanded level of regional cooperation can serve both economic and security purposes. The Afghan Government’s regional strategic goal for economic cooperation is to establish regional economic growth and resource corridors that connect the Silk Road through Afghanistan  the people of South and Central Asia and the Middle East and their key economic activities  including agriculture  light manufacturing and mineral extraction  with essential trade  transit and energy enablers.Regional cooperation is one of our priorities. The Heart of Asia-Istanbul Process represents a significant step towards enhancing stability and regional cooperation between Afghanistan and the 12 participating countries  with the support of 12 other country partners and nine international organizations.This year’s General Assembly session takes place at a time when the United Nations has seen a number of conflicts continue and new ones have taken shape. My Government fully supports the inalienable rights of the Palestinian people and the establishment of an independent Palestinian State with Jerusalem as its capital. We strongly condemn illegal actions and violations by the occupying Power against the Palestinians as a whole  especially the ongoing disproportionate and indiscriminate attacks on innocent Palestinian civilians.We express our grief at the killing of innocent civilians in Syria and support a political resolution  reached through a broad-based national dialogue that meets the aspirations of all Syrians. With the worsening security situation in Iraq and Libya  we strongly condemn the actions of the Islamic State of Iraq and the Sham and its brutality  and we call for joint efforts to defeat that evil. In that context  I call upon the United Nations to take appropriate action within its mandate to uphold international peace and security.My delegation believes that there is an urgent need for the international community to pay attention to the resolution of the crisis in Ukraine  while taking into account the situation of civilians.In conclusion  let me assure members that Afghanistan remains committed to its national and international responsibilities and obligations. We reaffirm our strong will for a further strengthening of democracy and good governance  including a further strengthening of the rule of law; accountability and transparency; the promotion and protection of human rights  particularly the rights of women; justice reforms; the fight against terrorism  narcotic drugs  corruption; and the eradication of poverty. The support of the international community is essential for all of that."
"2",83,"AGO",69,2014,"On behalf of the Government of the Republic of Angola  allow me to congratulate you  Mr. Sam Kutesa  on your election as President of the General Assembly at its sixty-ninth session  and to assure you of my country’s support as you fulfil your mission. I would also like to congratulate Ambassador John William Ashe for the competent manner in which he led the work of the previous session. We extend our greetings to Secretary-General Ban Ki-moon and commend him for his commitment to finding solutions to the issues facing the international community.This session of the General Assembly is taking place in an environment that gives rise to concern due to the aggravation of international tensions  the intensification of conflicts and the deepening of global crises that require effective and sustainable solutions. It is a matter of consensus that the solutions to common challenges are to be found in multilateral negotiations and should take into account the specificities of each country and each people. The United Nations has always been and will continue to be the mainstay of Member States’ participation in decision-making on issues of concern to the international community and in upholding the global values of tolerance and peaceful and harmonious coexistence of countries and peoples  in accordance with the principles set forth in the Charter of the United Nations and international law.Angola would once again like to reiterate the importance of all Member States joining in efforts to make the United Nations a strong and effective organization  and one that serves as the basis for a more balanced  fair and inclusive international legal order and global security system  while promoting confidence among States and strengthening relations of friendship and international cooperation. Our Organization should pay special attention to the resurgence of armed conflicts and their negative effects on populations  as well as to arms flows  trafficking in drugs and human beings  transnational organized crime  international terrorism and piracy — all phenomena that have an adverse impact on economic development and consequently impede the improvement of living conditions.Religious fundamentalism in some African countries is taking on such violent proportions that it poses a threat to regional security  with serious consequences for peace  stability and development. Angola strongly condemns the acts committed by terrorist groups and expresses its support for efforts to ensure the full neutralization of those groups. Angola supports efforts to strengthen the crisis-management capacity of the United Nations and considers dialogue and negotiation to be the best means of resolving conflicts.We will continue to meet our international obligations  with special emphasis on the African continent and the regional groupings in which we operate  including the Southern African Development Community  the Economic Community of Central African States  the African countries that use Portuguese as an official language  the Gulf of Guinea Commission and the International Conference on the Great Lakes Region  with a view to defining mechanisms and forms of cooperation with the United Nations  the African Union  the Community of Portuguese-speaking Countries and other international partners.Angola assumed the rotating presidency of the International Conference on the Great Lakes Region in January  and in that forum continues to promote the resolution of conflicts on the African continent with a view to attaining stability  political and institutional development  internal and border security  good governance and human rights. It is in that context that Angola is engaged in the peace processes in the Democratic Republic of the Congo  the Central African Republic and the Great Lakes region.The Ebola epidemic is an issue of great concern. The position of the Security Council  which declared the epidemic to be a threat to international peace and security  fully reflects the seriousness of the situation. A decisive commitment on the part of the international community is required if the scourge is to be combated and eradicated.We reiterate the need to reform and revitalize the United Nations system  in particular the need to reform the Security Council  which should be brought into line with the current international context and whose membership should reflect an equitable geographical representation through an increase in the number of permanent members. Angola reiterates the right of the African continent to sit among the permanent members of the Council.The Israeli-Palestinian conflict and the lack of progress in finding a lasting solution are a major cause of widespread instability in the Middle East  and also the root cause of the resurgence of terrorism in the region. That situation worries the Government of Angola. We call for political will and flexibility from both parties  and we encourage the Secretary-General and the United States Secretary of State to continue their mediation efforts with a view to establishing a sovereign and independent Palestinian State  as well as a modus vivendi to ensure that the two States coexist in peace and security within internationally recognized borders.The impasse in resolving the question of Western Sahara continues to delay the exercise of the right to self-determination of the people of that territory. Angola calls on the parties to continue negotiations under the auspices of the United Nations and the African Union in order to find a solution in accordance with the principles of the Charter of the United Nations and resolution 1514 (XV) of December 1960.With regard to the situation in the Ukraine  Angola deplores the loss of human lives caused by instability in the region and calls for dialogue between the parties involved to find a political solution to the conflict.The situations in Somalia and South Sudan remain cause for concern. However  there has been some encouraging progress  which is why we urge the authorities in those countries and the international community to continue their efforts for stabilization. Angola welcomes the constitutional normalization in some African countries. We welcome the holding of democratic elections in Guinea-Bissau  Madagascar and Egypt  and we express our solidarity with the national reconciliation and reconstruction processes and the economic and social development in those countries.The Government of Angola expresses its appreciation for the choice of the central theme of this session  “Delivering on and implementing a transformative post-2015 development agenda”. It is greatly relevance  especially for the least developed countries. The progress made in some of those countries is far behind the targets of the Millennium Development Goals  due to structural issues  and is insufficient to mitigate the persistent effects of the economic problems.With one year remaining until the final assessment of the achievement of the Millennium Development Goals  our economies continue to suffer the effects of the international economic and financial crisis  which create barriers to economic growth and hinder the implementation of programmes to combat poverty and improve the living conditions of our peoples. However  we note with satisfaction that the African continent has ceased to present the image of desolation it did at the beginning of the millennium. A new reality has emerged in which African countries boast an average growth of 5 per cent per year and improvements in several human development indicators. We believe that the trend of progress will prevail in the near future  and we will do everything to make it so by investing in future generations on the basis of the objectives of the New Partnership for Africa’s Development  the post-2015 road map and the African Agenda 2063.Angola is implementing its National Development Plan 2013-2017  which aims to increase the supply of social services to the population  diversify the economy and consolidate macroeconomic stability  thus laying the foundation for the process of graduation to a middle-income country.Angola reiterates the need to end the economic and financial embargo imposed on Cuba  which limits the right of the Cuban people to development and is a clear violation of the principles and rules of international law.Finally  we appreciate and have been touched by the support that Angola has received from numerous countries for its candidature to be a non-permanent member of the Security Council for the 2015-2016 biennium  elections for which will place during the Assembly’s present session. Once elected to that important organ  we will work with partners in the Council to seek solutions to the serious problems facing the international community and to make a real contribution to peace and security in the world."
"3",130,"ALB",69,2014,"It is a great pleasure for me to address the General Assembly at its sixty-ninth session. First  allow me to congratulate the President of the Assembly on his election to that post and to assure him of the full support of my country during this session. I believe that  under his leadership and given his prior experience  he will further advance the achievements of his predecessor  who worked with dedication to achieve concrete results.In addition  I would like to take this opportunity to express our deep appreciation to the Secretary-General for his vision and leadership at the helm of the United Nations and his continuing efforts to revitalize and reform the Organization.Albania is committed to an efficient and coherent United Nations  fit for its purpose as a multidimensional system. We support its strengthened role and contribution to efforts to preserve peace and security  eradicate poverty  inequality and disparity  achieve sustainable human and economic development  and promote respect for and protect human rights as a universal value of humankind. A more fitting United Nations  with the ability to swiftly respond to man-made or natural crises and effectively use available human and financial resources  is key to achieving those objectives in view of an increasingly chaotic and hungry world.Maintaining  restoring and strengthening peace and security constitute one of the three pillars of the work of the United Nations. With so many resources and so much knowledge and manpower invested in dealing with the various and complex crises around the globe  it is simply impossible to ignore the contribution the Organization has made to the world  year upon year  decade upon decade. Yet in 2014 the challenges to peace  security and human values have continued  necessitating more responsive  coordinated and swift reactions on the part of the United Nations.We deplore the events in South Sudan  where tragedies have been played out and continue to shake human consciences. Fighting along ethnic lines has brought far too much suffering to the innocent population. Only a negotiated political solution that considers  protects and respects the rights of all the communities concerned can help rebuild trust and understanding  turning the page on a better future for the youngest country in the world.It is hard to find the words to describe the situation in Syria. After more than three years of deadly fighting  the country is barely liveable. Every kind of horrible act has happened there. More than 170 000 people have died  millions are refugees  and large parts of the country are in ruins. With fighting and mass atrocities being committed every day  any hope of ending the war is a remote dream for those still trapped there. Albania joined the initiative taken by some 60 States Members of the United Nations to refer the situation in Syria to the International Criminal Court. Unfortunately  like many other initiatives on Syria  the effort was vetoed in the Security Council. We reiterate and reaffirm that the perpetrators of atrocities in Syria must be held accountable and that the people of Syria deserve relief and justice.The events this year in Ukraine have been deeply worrying. What we thought was behind us once and for all  what we believed belonged to the history books and would serve as a lesson for today’s generation and those of the future — acts violating the sovereignty and territorial integrity of another country  blatantly infringing and undermining the Charter of the United Nations — was unfortunately exhumed by a Member of the United Nations  a permanent member of the Security Council  the Russian Federation.Despite all the propaganda that Russia spewed forth  the Ukrainian crisis had nothing to do with protecting the rights of ethnic Russians. It was much simpler — from the first  it was about the ambition of a more powerful country to redraw another’s borders in order to satisfy its appetite for its neighbour’s territory. Although the Security Council has been unable to act on this issue  the General Assembly voted overwhelmingly not to accept Russia’s illegal annexation of Crimea. The States Members of the United Nations  including Albania  made clear their support for the territorial integrity and sovereignty of Ukraine and their full respect for the norms and principles of international law  and we reiterate that international relations must be governed by full respect for the principles and norms of international law and the Charter. The case of Ukraine is no exception.With these crises and disasters erupting in a frightening pattern and the world spiraling into insecurity  development has also been under stress. The United Nations has contributed to raising global awareness of the challenges facing development and the sustainable solutions that can bring economic growth  social inclusion and environmental protection and put our planet on a sustainable path.The Millennium Development Goals (MDGs) created one of the most successful global anti-poverty drives in history. Covering poverty  hunger  maternal and child health  gender equality  education and the environment  the MDGs have seen important progress at the national  regional and global levels and have improved the lives of millions. The number of people living in extreme poverty has been halved since 2005  but with the deadline just months away  a lot remains to be done.But another ambitious long-term sustainability agenda  designed to succeed the MDGs  is in the making. Albania has been an active participant in the global consultations focused on making the people’s voices part of the formulation of the post-2015 development agenda. Albania has agreed to test a proposed development goal on governance and the rule of law designed to help countries achieve sustainable development. We hope our experience in monitoring governance  the rule of law and effective  capable institutions will help to inform the upcoming post-2015 agenda of the United Nations.Terrorism remains a major threat to international peace and security  and the fight against terrorism is a priority that requires a greater commitment. We are aware that this global threat can be countered only with collective action and a powerful response. Albania condemns in the strongest terms all terrorist attacks by terrorist groups and organizations in Iraq and Syria  including and especially by the Islamic State in Iraq and the Levant (ISIL). Conscious that terrorism is a threat without borders  a threat to human values and principles as well as to individual countries and regions  Albania has joined the recently created international coalition aimed at deterring and eventually defeating ISIL.European integration and cooperation in our region  and the geopolitical and security situation in Europe  have changed significantly in recent months. The Western Balkans  of which my country is part  is an important geo-strategic European region and one that recently committed fully to a path of increased political stability  economic progress and sustainable development  with strengthened cooperation  security characterized by good relations with its neighbours  and peace consolidation. The European route is the best guarantee for achieving these objectives in our region.We are committed to resolving various bilateral issues as soon as possible  in the interests of our people and our neighbourly relations. We are fully aware that we must enact a number of measures to eradicate corruption and organized crime. Like every country in the region  we have expressed our willingness to conduct joint reforms that will bring increased economic stability and prosperity for our citizens and that will open markets and attract foreign investment.The Republic of Kosovo is one of the members of our Western Balkan community  the youngest State in the region. In less than six years as an independent State  Kosovo has managed  through a transformative development agenda  to enjoy wide  uninterrupted international recognition and to successfully integrate into international  regional and global organizations  such as the World Bank  the International Monetary Fund  the European Bank for Reconstruction and Development  the European Bank for Development  the Venice Commission  the South-East European Cooperation Process and others. Kosovo has become an important factor for peace and stability in the region  and Albania fully supports its overall development  as well as its stability and territorial integrity within its current borders.Kosovo’s progress  the new atmosphere in the region  and the need for the region as a whole to move towards more cooperation and prosperity have led down the path to successful European Union-sponsored talks between Kosovo and Serbia as two equal partners in seeking concrete solutions to technical issues of importance to their citizens. Time has shown that engaging in dialogue was a wise decision. Dialogue has produced concrete results  brought the two countries closer to each other  and facilitated and sped up the European Union integration path for both States. Albania fully supports the process of dialogue and calls for the full implementation of the agreements reached.To date  Kosovo has been recognized by 108 States Members of the United Nations  representing more than half of the United Nations membership. Recognition has without doubt been an important factor in Kosovo’s progress. That is why  as before  we call on the countries that have not yet recognized Kosovo to do so  since in so doing they would not only help the people of Kosovo advance towards their future but also contribute to peace and stability in the region.We remain convinced that the quick and full implementation of the Ohrid Framework Agreement represents a condition indispensable to the sustainable stability of Macedonia  to the consolidation of democracy and the rule of law  and to fulfilling and realizing the rights of Albanians. Albania encourages the continuation of dialogue between the Belgrade authorities and the Albanians of the Presheva valley to promote their rights in accordance with international standards  focusing especially on solving economic  social  educational and cultural problems.During the past two decades  Albania has been transformed from a totalitarian State into a functioning democracy. Progress is evident  above all  in the field of human rights. The protection and promotion of human rights are one of the national priorities and part of Albania’s foreign policy. Albania offers a valuable model of respect for diversity  tolerance and coexistence for the Balkan region and beyond. For the Albanian people  tolerance and hospitality are inherent values derived from our national tradition.The presentation of Albania’s candidacy for membership on the Human Rights Council for the 2015-2017 term is only a logical consequence of our road towards building a society based on human rights. We are confident that Albania has accumulated valuable experience in democracy over the years that it can share with other member countries of the United Nations. Moreover  by reaffirming the universality  indivisibility and interdependence of human rights  Albania is committed to bringing a national and regional perspective into the Council’s deliberations and advocacy of human rights worldwide.We are aware that our membership in the Council for the 2015-2017 term is a challenge bearing great responsibility to justify the confidence of Member States. On the other hand  Human Rights Council membership would serve as an impetus for my country to further democratization and to raise human rights standards. Therefore  Albania  after obtaining the endorsement of the group of Eastern European States  would welcome and appreciate the support of all other Member States for its candidacy to the Council.In conclusion  I wish to reiterate Albania’s determination to continue its support of the United Nations agenda and strengthening the role of the United Nations globally."
"4",153,"AND",69,2014,"It is an honour for me to represent my country  the Principality of Andorra  in the Assembly  which for almost seven decades has been meeting annually to speak of peace  development and justice  and particularly this year  in which we are marking two historic events that are closely linked to the birth of the United Nations.The year 2014 will mark 100 years since the beginning of the First World War and 70 years since the landing of the Allies in Normandy  which was the beginning of the end of the Second World War. Those two armed conflicts caused humanity to open its eyes to a new reality: the old balances among European Powers no longer served to maintain peace in the world. The policy of blocs was ineffectual in preventing conflicts with enormous destructive capacity. Further  the foreign activities of countries  focusing solely and exclusively on their national interests  proved in some cases to be the cause of the conflicts.The two World Wars raised humankind’s awareness in that the world needed a global order that would ensure peace and security and promote development and justice. Those functions could no longer be provided by a single country  however powerful and large  or even by a bloc of countries; rather  there had to be multilateral action. That was the raison d’être of the United Nations  of which the highest expression is this General Assembly.I wanted to begin with a brief historical reference  because I believe that the challenges of peace and security in the world of today are not very different from the challenges of peace and security of the world of yesterday  of 1914 or 1944. Certainly there is a variety of challenges  but they have a very significant common denominator: they can be resolved only with a vision that is global  multilateral  effective and  above all  respectful of the principles that inspire this General Assembly.The conflicts in Syria  Palestine or Ukraine  which threaten peace and security and stability  will not be resolved optimally or effectively with a partial or short-term vision. Any solution that veers away from the founding principles of the United Nations is condemned to be unstable  not lasting and  unfortunately  quite often a solution that leads to new conflicts.Therefore Andorra has always championed and will continue to champion the discussion of and solutions to those conflicts under United Nations auspices. We did so when we co-sponsored the draft resolution in the Security Council that would have requested that the case of Syria be referred to the International Criminal Court (ICC)  because without justice there can be no lasting peace — neither in Syria nor anywhere else.Also  in the same spirit we have been unflagging in our defence of a solution to the Palestinian conflict that obtains peaceful coexistence for two States  in compliance with United Nations resolutions. A solution must be based on mutual recognition and mutual respect  because the aspirations of the Palestinian people to have their own State are noble and respectable  but also noble and respectable are the aspirations of the Government of Israel to ensure life and security for its citizens. Along the same lines  we do not believe that any solution to the Ukrainian conflict can be stable unless it respects the principles of international law and unless it comes as the fruit of a sincere dialogue — neither in Ukraine nor anywhere else.The risk and threat to international peace and security arising from the emergence of the Islamic State in Syria and Iraq require a clear response from the international community vis-à-vis the extremists. There can be no excuse or mitigating factor for the criminal acts of barbarism  sectarianism and — let us be clear — terrorism to which the Islamic State resorts as a strategy for its action and communication. There can be no double-standard discourse. The Islamic State murders innocent people in cold blood. We all feel as if we are British  American or French citizens when watching the recent savage executions. We must also all feel as if we were Syrian or Iraqi citizens — true victims of those extremists  though not always so visible in the media. There can be no room for inaction or for impunity.New threats  also global in nature  have appeared  such as the phenomenon of foreign combatants. In that connection  Andorra co-sponsored the recent Security Council resolution 2178 (2014). We must have a response to rechannel efforts to tackle the challenges and immediate threats. In the long run we must be able to persevere in the fight against sectarian discourse  extremist discourse  and discourses of hate. On that point  education must play an essential role  together with the other values of the United Nations  now and in the future.The actions taken by my country in the United Nations over the past year have focused primarily on education. That matter requires  perhaps more than any other  a vision that integrates long-term thinking. Promoting access to quality education for all the citizens of our planet has always been a priority of the United Nations  because when we speak of education we are speaking also of fundamental rights and of development. But I would go further. Education is also an instrument for creating awareness of a global citizenry. If there is not a broad majority of citizens of the world who believe in the principles and values of the United Nations  our actions will always be in vain.I am convinced that the only way to create global awareness is through education. Education is the best weapon in the fight against hatred and violence of all kinds. Andorra therefore welcomes and has participated from the beginning in the Global Education First Initiative promoted by the Secretary-General  because it brings a universal vision together with local action. It also shows that diversity is strengthened in a global focus  and with diversity we can strengthen democracy.Andorrans  because of our historical and geographical circumstances  have understood for some time that education must have a twofold focus  local and global. We have also long understood that cooperation among the different States strengthens the quality of our educational systems and opens new opportunities for our citizens. I say “educational systems” because the citizens of Andorra can have access on an equal footing  and without cost  to French  Spanish and Andorran education. Those three public education systems are complemented by the offer in Andorra of a Catholic religious education  accessible also to a great part of our population.Perhaps without being fully aware of it  or perhaps because fortune has placed us between two great European nations  it is true that for decades now we Andorrans have educated ourselves in diversity and in being multicultural. That has not caused us to lose our identity; on the contrary  our identity has been reinforced. Sometimes we are not even aware ourselves of the educational richness of our country and of the great asset that that is. For that reason the Government of Andorra has focused a great deal of its policy and action abroad on education. In 2012 and 2013  during the Andorran presidency of the Council of Europe  that is how we acted. It is also what we have shown through participating in the Global Education First Initiative  together with 15 other countries from all continents. That was an honour for Andorra.That activity abroad is also reflected coherently in internal policies in Andorra. We have suffered the effects of the international economic crisis for years. We have had austerity in our public spending  but that has not undermined our educational system. It will never affect our educational system  or undermine it  because education is the best passport to the opportunity for a future that is better for all.The need for multilateral action is clear not only in the matter of education but also  and perhaps even more intensely  in the fight against global warming. What we each can do unilaterally will not accomplish much if there is no global commitment. It is in the fight against climate change that we can see most clearly that unilateral actions have a limited reach. Andorrans are very aware of that  given that our primary economic sector is winter and mountain tourism — a tourism threatened by global warming. The Pyrenees are heating up at 0.2°C each decade  and precipitation has dropped by 2 litres per square metre each year.It is clear that a programme of local action is required. We are working  together with the population through education and awareness  on policies to reduce our impact on the environment. We are preparing studies to seek ways to mitigate the effects of climate change and also to seek alternative and complementary systems. Over the years ahead  we will deploy great efforts to bring about alternative energy sources.But all that is not enough  nor are the many actions being implemented by Governments in countries represented enough. National domestic environmental policies are important  but if we are to limit carbon dioxide emissions we must have a global commitment. Without effective implementation of such a commitment  the fight against climate change will not bear the hoped-for fruits. We have a year to prepare for the Paris Conference  a year to mobilize our efforts.It is also time for the international community to mobilize to fight the Ebola virus that so seriously affects Sierra Leone  Liberia and Guinea. It also affects us; let us not deceive ourselves. It is the time to show solidarity  to help. Now is the time  in the weeks and months ahead  when we must tackle that disease  which  unfortunately  does not recognize — nor will it recognize — borders. It is urgent. Beyond that it is  in my opinion  a global emergency.Three years ago  the Minister for Foreign Affairs of the Principality of Andorra came to this Assembly and spoke  among other things  of an ambitious reform programme for restructuring our economic model (see A/66/PV.27). The programme hinged on transparency  economic openness and a homogenization that would respect certain Andorran specifics. Today  three years down the road  we can make a very satisfactory assessment of the implementation of that policy. Our country has implemented a fiscal model that works with our European neighbours  a moderate system that taxes all income and promotes economic productivity.We have also opened 100 per cent of the Andorran economy to foreign investment  as we believe that a more open world is a more transparent world  one with more opportunities for all  and in particular for those who deserve it the most. A country such as ours  which for many years has been open to immigration  cannot continue to allow our citizens to have different levels of rights economically. They must all have the same economic rights. In that process we have broadened all economic rights to all foreign residents  who represent more than half of our population  because a more open economy is also a fairer and more democratic society.At the same time  along with its domestic reforms  Andorra has negotiated double-taxation agreements with France and Luxembourg and is negotiating one with Spain that I am convinced will be concluded soon. We think we can have a similar agreement with other European and other countries. Those agreements show that there is a commitment in Andorra to a more open and transparent global economy. That is a firm commitment on the part of our Government with regard to generating more opportunities for our business sector. We are also firmly determined to move towards greater integration of our economy in the single European market. For us  going global begins in Europe.I wanted to sum up some of our principal domestic reforms because I understand that a spirit of multilateralism and a global spirit must prevail. The efforts of a country working for transparency and economic cooperation make sense and will be effective only if they are accompanied by equal efforts by all countries — again  by all countries. Andorrans are committed to moving in that direction  and to do so together with the international community  because we know that it is only thus  only by working globally  that progress will be effective  equitable and stable.The statement of the Head of Government of a country of 468 square kilometres and 70 000 inhabitants will never make the headlines or be discussed in prime time on the world’s big international television channels. But representing a small country gives us some advantages  including one that I believe we should underscore today. No one is as aware as we are of the importance of multilateral forums when it comes to resolving conflicts  strengthening international law and finding global solutions. No one is as aware as we are that to preserve individual identities and diversities we must have a collective resolve and joint action.History has accustomed Andorrans to being affected by the geostrategic decisions of bigger countries and to suffering indirectly the effects of instability occurring beyond our borders. We know that in the great causes of humanity such as the fight against climate change  our individual actions will not have much influence if not accompanied by collective action. I could say the same of building a global economy that is more equitable and more transparent. I have always said that the reality for Andorra is also the reality for all  that for the great questions we address  the solutions all hinge on consensus — otherwise they are not solutions. We must have broad consensus based on individual convictions.The convictions of Andorra are clear: they are the principles and values that almost 70 years ago inspired the birth of the United Nations. Let us never forget the reason for this great Organization. If we forget  we are not worthy of being here."
