"","X","country","session","year","text"
"1",37,"AFG",62,2007,"Over the 62 years of its existence  the General Assembly has witnessed many moments of historical reckoning. It was one such moment  five years ago  when Afghanistan returned to the Assembly as a country emerging out of a long  dark era of war  violence and terror. As I stood before the Assembly in September 2002  the challenges of restoring security to the lives of the Afghan people and of rebuilding Afghanistan into a stable and democratic country seemed all but insuperable. The fate of a nation swayed between the promise of a safer and more prosperous future  on the one hand  and the enormity of the tasks  on the other hand.  Today  efforts in support of stability and reconstruction in Afghanistan are proceeding resolutely apace. The Afghan people continue to make the best of the new opportunities. Our economy is surging ahead. The legitimacy of our newly founded institutions is gradually taking root. Our society is brimming with freedom and activity.  For too long  Afghanistan was in an unenviable position in terms of most human development indicators. That situation is no longer acceptable  and is changing rapidly. Today more Afghans enjoy access to health and education than ever before in our history. We have very fortunately cut our child mortality rate  which was one of the highest in the world just two years ago  by 25 per cent. As a result  over 85 000 more children have a chance to live today.  For the first time in 40 years  Afghanistan is set once again to become self-sufficient in food production. Already  the fruits of relative stability and increased prosperity in Afghanistan are spilling over the borders to the wider region. Having enjoyed unprecedented growth in our regional trade over the past six years  we are now moving to consolidate Afghanistan’s role in the economic integration of the region. Earlier this year  we assumed membership of the South Asian Association for Regional Cooperation (SAARC). The significance of that step lies in the potential for Afghanistan to connect South Asia to Central Asia and the Middle East in commerce and interaction.   Last month  President Rahmon of Tajikistan and I were joined by the United States Secretary of Commerce to inaugurate a transit bridge financed by the United States that connects Afghanistan with Tajikistan and beyond. That bridge  alongside many other infrastructure projects we have completed  is to play a significant role in the further economic integration of the region.  Make no mistake: despite our achievements  a safer and brighter future for Afghanistan still hinges on many serious challenges. Poverty  underdevelopment  climatic hardships and  above all  the menaces of terrorism and narcotics  are challenges of global proportions that continue to be shared by Afghanistan as a member of the global village.  To the extent that terrorism remains a threat  world citizens will never be safe. Six years after Afghanistan’s liberation from the grip of international terrorists  we are still grappling with this threat on a daily basis. Terrorists continue to kill innocent people  including those who have come from the outside world to help. The past two years have witnessed a significant increase in terrorist attacks carried out with new and brutal tactics such as beheadings  kidnappings and the burning of schools and clinics.  Terrorism can only be overcome if it is addressed appropriately across its regional and international dimensions. We are monitoring with deep concern the continued presence of a terrorist infrastructure in our region  and condemn  in equally strong terms  the atrocities that terrorists are committing in places beyond our borders.   Recognizing that constructive regional cooperation is vital to a successful counterterrorism strategy  we proposed the holding of a joint jirga  or council  between Afghanistan and Pakistan. We are pleased with the support that that initiative has received from our friends in the international community. The first joint peace council between Afghanistan and Pakistan was held in Kabul last month. It was a promising step in harnessing the unequivocal support of civil societies in both countries in our common fight against terrorism and extremism. We expect that the outcome of the council will translate into concrete action.  While we continue our struggle against terrorism  we will also focus on reconciliation with those that are not part of Al Qaida and other terrorist networks.   I also note  with deep concern  the particularly heinous use by terrorists of local populations as human shields  resulting in the loss of civilian lives. While condemning such deliberate targeting of civilians in the strongest possible terms  I would like to emphasize the need for maximum caution on the part of the international forces operating in Afghanistan  as well as for increased coordination with Afghan authorities  in order to avoid civilian casualties.  Narcotics is another global peril that  like terrorism  seriously undermines the stability and well-being of our societies. In Afghanistan  that scourge is the legacy of the decades of misfortunes that befell our country — from the widespread despair induced by war and oppression  to drought and climatic hardships. We are working with our international partners to tackle the menace. We will prioritize the provision of alternative livelihoods to farmers and expedite implementation of other strategies  including poppy eradication and the interdiction of traffickers. However  addressing the world’s drug challenge must involve focus on the far greater dimensions of the drug trade that lie outside Afghanistan  such as fighting the international drug mafia  ensuring stricter border control  and reducing demand in foreign markets.  Climate change has rightly been recognized as a serious challenge facing the entire world. No country  developed or developing  is immune to its impact. Yesterday’s high-level event on that important topic was an essential step forward in strengthening the resolve of the international community to address that global threat with unity. We fully support the recommendations of the Chairman’s summary.  We are also watching the situation in the Middle East with deep concern. In particular  we remain concerned about the situation in Palestine and call for the full realization of the rights of our Palestinian brothers and sisters  including their right to an independent State  living side by side with its neighbours in peace and coexistence.   The adoption of the Iraq Compact  sponsored by the United Nations and the international community  was an achievement marking Iraq’s new partnership with the international community to consolidate peace and promote social and economic development. We  the Afghan people  wish our brothers and sisters in Iraq every success in achieving their aspiration of a peaceful and prosperous Iraq.  Allow me to thank our partners in the international community  the United States  Japan  members of NATO  the European Union  our brothers in the Islamic world  our neighbours  China  India  Australia and all other countries for supporting Afghanistan during these years of challenge to our country. We appreciate the role that the United Nations and the Secretary-General are playing in coordinating the international community’s role in the development process in Afghanistan. I am particularly thankful to Secretary-General Ban Ki-moon for his initiative  two days ago  of calling a high-level international meeting on Afghanistan  at which our partners once again reaffirmed their commitment to Afghanistan’s rebuilding and reconstruction.  Six years ago  in an unprecedented convergence of interests  the international community united behind Afghanistan  facing up to the inescapable reality that the world’s security had come to depend on stability and progress in Afghanistan. Today  many of the nations represented here can rightly take pride in what we have achieved together. I thank them all for their commitment and for the steadfast support they have provided to Afghanistan over the past six years. Without that support  the progress we have made in Afghanistan would be simply unthinkable."
"2",76,"AGO",62,2007,"At the outset  I would like to salute the international community  legitimately represented here today. I would also like to take this opportunity to personally congratulate Mr. Ban Ki-moon on his election to the post of Secretary-General of our Organization. I am confident  Sir  that your able leadership  steadfastness and commitment will assist us in our search for consensual solutions to the issues that affect humanity in order to make the world an increasingly safer  freer and fairer place.  Today  the world is confronted with global warming  a consequence of the atmospheric pollution resulting from human activity on Earth  which is causing dramatic and dangerous climate change. The world is also confronted with extremists who resort to terrorism and the use of religion for political ends; with growing militarism as a would-be response to terrorism; and with the hoarding of capital  information and know-how  all of which widen the gap between the rich and the poor and generate social tensions around the world.  On the issue of terrorism  the model of an open  democratic and tolerant civilization  with a State that serves the interests of all  has shown that parties that alternate in political office in the post-cold-war period can coexist and fight for their principles and values through peaceful means. I believe that the same model can be successful if properly adjusted to the concrete realities of other regions.  At the same time  we must continue to deepen our study and analysis of the threat of terrorism and use peaceful means to seek an ever-broader consensus on the collective responses needed to counter it.   Islam can peacefully coexist in societies with other religious beliefs. However  it is necessary to neutralize fanaticism and prevent the Islamization of the State  which is contrary to humanity’s modern legal concept of a secular State.  In our opinion  it is necessary to defend cultural diversity and to render more inclusive and fair the process of political  economic and social development; to support and stimulate  in countries that are predominantly Islamic  all the forces and movements that defend modern life and the separation of State from religion; and to support the values and privileges of the universal culture that are enshrined in conventions  charters and international treaties. This movement is immense  it continues to grow and it can be more effective than military action  which in our understanding should only constitute a last resort.   Ecumenism and dialogue among cultures are other avenues for action that can be better and more frequently used to bring together the dominant religions and all the people of the world  based on the ideals of peace  solidarity and fraternity.  The fight against poverty and hunger in the world  with a global plan monitored by the United Nations as an international convention  higher and fairer remuneration for commodities or natural resources extracted from developing countries and technical support to poor States would contribute greatly to eliminating social inequalities and the social seedbed and support of those who prefer violence.  In this regard  the globalization of the economy must be regulated in order to mitigate the asymmetries between the centre and the periphery of the economic system and to ensure that each person has the necessary means for survival with dignity.  Such regulation should further address environmental matters. There are countries that have experienced rapid industrial development without paying due attention to the protection of the environment. Other countries are now involved in an identical endeavour  thus increasing the production of carbon dioxide and worsening the greenhouse effect. It is plain that a new meeting of all world leaders is urgently required in order to approve and begin the execution of a global plan of environmental protection.  We therefore support the initiative of the Secretary-General to that end  convinced that the countries that most pollute the atmosphere  such as the richest countries  should contribute more resources to its protection.  Today  the Republic of Angola is in a position to engage more actively in this collective effort of solidarity for humanity  because the country has been at peace for a little more than five years and is moving towards complete normalization of its political  economic and social life. Proof of that lies in the fact that Angola has already signed all the international protocols in favour of environmental protection  such as the Kyoto and the Montreal Protocols  while contributing to conflict resolution and peace in its region and in the African continent as a whole.  As a country that has recently chaired the Peacebuilding Commission  we are pleased to learn of the important progress achieved in consolidating the peace processes in the Democratic Republic of the Congo  Burundi  Côte d’Ivoire  Liberia and Serra Leone.  However  the conflict between Ethiopia and Eritrea and the conflict in Darfur  Sudan  still prevail  while the issue of Western Sahara’s self-determination remains unresolved. I am convinced that the Organization will remain engaged in the search for a solution to these problems in the shortest time possible and that United Nations forces will be urgently deployed in Darfur.  The Commission of the Gulf of Guinea is currently headquartered in Luanda  where the representatives of the Zone of Peace and Cooperation of the South Atlantic met recently at the initiative of Angola. Both institutions promote peace  security  stability and multiform cooperation among their members  in consonance with the principles of the United Nations Charter.  I must highlight the decisive role that regional and subregional organizations can play in the prevention and resolution of conflicts. At the same time  they can alert everyone to the need to strengthen the mandates and the financing of United Nations peacekeeping operations  without prejudice to post-conflict activities  such as disarmament and the resettlement of populations  among other actions.  In the particular case of Africa  it is in our interest to see the Millennium Development Goals (MDGs) fully achieved  so that the growth rate of the entire continent can be aligned with that of the world economy. The reduction of extreme poverty by 50 per cent by 2015  as foreseen by the United Nations  must be accompanied by a decisive fight against hunger and disease  including HIV/AIDS and other endemic scourges. The effectiveness of these actions depends  however  on complementary achievements  such as fairer trade with developed countries  greater fluidity in the transfer of capital  official development assistance and forgiveness of foreign debt.  In recent years  significant progress has been made in the reform of the United Nations system. It is nevertheless important to continue to move forward in that process  especially in regard to the Security Council  with the objective of strengthening the authority and the effectiveness of the Organization and making it more representative  more democratic and more participatory in the areas of international security  development and human rights.  In spite of criticism and some known failures  the United Nations remains the only institution at the international level with the prestige and credibility to resolve inter-State conflicts and crises that  due to their dimensions  escape the control of the authorities of a State or endanger its population.  The United Nations-led fight against conventional  nuclear  chemical and biological weapons and landmines  in addition to the peacekeeping and humanitarian operations of the Blue Helmets in many regions  have contributed to greater world security. In that regard  it is important to strengthen the monitoring of the implementation of the Treaty on the Non-Proliferation of Nuclear Weapons (NPT)  so as to move towards a global disarmament process and discourage a new arms race. It is also urgent to relaunch the Middle East peace process in a committed and comprehensive manner  for the Middle East remains unstable and the source of a constant threat to world peace.  A recurring theme in the Assembly’s agenda is the embargo against Cuba. It is imperative to put an end once and for all to the economic  trade and financial embargo imposed by the United States of America  as it violates the principles of international law and Chapters I and II of the United Nations Charter. Angola hopes that the United Nations will state its view on this matter and remain faithful to the core of its Charter  according to which all actions must be the result of a debate and a collective decision  thus excluding unilateralism.  The challenges that lie ahead of us entail a constructive dialogue among all the countries involved  especially among heads of State and Government  who will have to overcome possible differences and impediments and will have to find middle ground between the possible and the desirable  between boldness and realism.  We believe that through joint action  the promotion of dialogue among civilizations and the revitalization of the spirit of international solidarity  it will be possible to build a better world for all. A world of peace  based on justice and the rule of law  without weapons of war and without dangerous pollution is a safer world. Its construction depends entirely on the political will of all States Members of the United Nations  especially the permanent members of the Security Council. Let us all unite our forces for a better world for all."
"3",123,"ALB",62,2007,"Please allow me  Sir  to congratulate you on your election as President of the General Assembly at its sixty-second session and to wish you great success in that very important job. I would also like to thank the outgoing President  Sheikha Haya Rashed Al-Khalifa  for her valuable contribution to the General Assembly. I also wish to congratulate Secretary-General Ban Ki-moon on his leadership  his great efforts in support of peace and cooperation in the world and his contribution to strengthening the United Nations and its institutions.  As a representative of a country that suffered one of the most totalitarian of post-Second World War dictatorships  it is my deep conviction that defending and promoting freedom and its values and supporting oppressed peoples in order that they may free themselves from tyrannical regimes that continue to produce human suffering  poverty  violence and terrorism should be the main priority of the Organization. In that context  I would like to say that Central Asia  the Middle East  the Balkans and the entire world are now freer and safer without the likes of Mullah Omar  Saddam Hussein and Slobodan Milosevic. I would like to take this opportunity to welcome the message of hope that President George W. Bush and other leaders have sent from this rostrum to all the peoples of the world still living under tyrannical regimes.  Albania is a small country  but one with a clear vocation and determination to strengthen freedom and democracy for its citizens. Albania is also deeply committed to making its modest contribution to peace and security in the world. We have established close cooperation with friendly countries and international organizations in the fight against terrorism. In that regard  our peacekeeping units have served or are serving in Bosnia  Georgia  Afghanistan and Iraq. I am delighted to inform the Assembly that  in that same spirit  my Government has decided to contribute another platoon to United Nations peacekeeping operations.  Albania has also been a staunch supporter of international efforts to limit the proliferation of weapons of mass destruction and the unlawful use of small arms and light weapons  which pose a serious threat to peace  security and stability. In that context  among other measures  we committed ourselves to the full destruction of our stockpile of chemical weapons. In July 2007  Albania became the first country in the world free of chemical materials and armaments of any kind. I would like to take this opportunity to thank the Governments of the United States  Germany  Italy  Greece and Switzerland  which provided valuable financial and technical assistance to achieve that important objective.  We are successfully implementing a number of very important programmes in cooperation with the United Nations Development Programme (UNDP)  UNICEF and many other United Nations agencies. Albania became part of the effort to reform the United Nations by voluntarily joining the One United Nations programme as a pilot country. We are currently working with United Nations agencies in order to test the One United Nations concept and to develop new approaches and models for partnership in the areas of development  humanitarian assistance and the environment. The first results of the project are truly very encouraging. We are fully committed to making every effort in order to ensure that the initiative can become a success story.  European integration and membership in NATO are two main objectives for Albania. We are committed to undertake any reform and take any step to achieve those goals. A year ago  we signed a Stabilization and Association Agreement with the European Union (EU). We are working seriously in every way to fulfil its standards and obligations. At the same time  we have undertaken thorough reforms of our armed forces  with the assistance of many NATO member countries. We are also working to strengthen the rule of law and democracy in our country. We are hopeful that by the time of the next NATO summit  in Bucharest  we will be in a position to deserve an invitation to join the alliance.  It was not long ago that the Balkans was the stage for human tragedies  brutal wars and ethnic cleansing based on the concept of a “greater country” and fuelled by the extreme nationalism and racism of a nation that was consumed by the idea of its own hegemony over others. But in a few years  the Balkan countries have managed to transit from the age of dictatorships  hatred and conflicts into an age of peace  cooperation  friendship and integration.  I would like to take this opportunity to thank all the Governments and taxpayers of the countries members of NATO  the EU and the United Nations  as well as the other organizations whose support and assistance was so important in bringing about that historic change. However  I believe that a final solution to the issue of Kosova’s status that fully respects the expressed will of its citizens for independence is a fundamental precondition for durable peace and stability  not only in Kosova but in the entire region as well. Albania fully supported President Ahtisaari’s project and the efforts of the Troika for the solution for the final status.  Due to the lack of realism and the ghost of a greater Serbia  Belgrade turned down President Ahtisaari’s project  which sets forth and guarantees the highest  by far  European standards for the Serb minorities in Kosova  standards that  in truth  are much more advanced than those enjoyed by the Albanians living in southern Serbia.  Rejection of the Ahtisaari package is unhelpful and proves that what matters first for Belgrade is not the freedom and rights of Serbs in Kosova  but rather the idea of a greater Serbia. Such a stance by Belgrade has been encouraged by the Russian position in the Security Council with regard to Ahtisaari’s project  a position that  despite its motivation  does not contribute to peace and stability in the region.  Claims that Kosova’s independence sets an international precedent or lays conditions for the creation of a greater Albania  as well as the fear of two Albanian states in the Balkans  are unfounded. Those who are interested in the truth and in reality can easily realize that Kosova is a unique case  from both the historical and current perspectives.  For more than five centuries  from the end of the thirteenth century to the beginning of the twentieth  Kosova was a part of the Ottoman Empire  inhabited mainly by native Albanians whose roots and shelter had been there since the very beginning. Only at the start of the last century  in one of the greatest historic injustices  Kosova was separated from the Albanian territory and given in tribute to Serbia — for the sole reason that it was part of an empire that lost the war.  Kosova is also a unique case in her sufferings. During the past century  the implementation of the Cubrilovic doctrine of extreme racism and extermination against Albanians turned them into third-class citizens and turned Kosova into an arena of ethnic cleansing and real apartheid.  It is also a unique case because the last Serbian genocide against Albanians  in 1999  which caused thousands of atrocities among innocent populations  multiple massive graves and the destruction and burning of more than 130 thousand homes  schools and hospitals  obliged the North Atlantic alliance to undertake its greatest offensive to protect human rights and freedom there.  Kosova is also a unique case from a legal standpoint  because during Josip Broz Tito’s regime it was a constitutional entity of the Yugoslav federation  enjoying its veto rights in the federal Government. During this time  Kosova chaired the Yugoslav federation for several terms  based on the leadership rotation principle within Yugoslavia.  The claim that the independence of Kosova could lead to the creation of a greater Albania cannot be farther from the truth. In reality  Kosova’s independence will only end the fluidity of Albanians in the Balkans  along with the idea of the creation of a single Albanian State in the territories where they are a dominant majority. The simple truth is that Kosova Albanians have decided in their great project for the future to join Brussels and not to join Tirana.  On the other hand  I would like to guarantee that Albania remains determined to fully respect the international borders of its neighbours  including those of Kosova. Albania is closely collaborating and will continue to cooperate bilaterally with all countries in the region  including Serbia  in the process of regional  European and Euro-Atlantic integration. I believe that the concern about two independent Albanian States in the Balkans is xenophobic. Two democratic States with an Albanian majority will be two more countries friendly to their neighbours.  I would like to urge the political leadership of Kosova to refrain from taking unilateral actions. They should continue  as they have done so far  to cooperate with the Contact Group and the international community in seeking a solution for the final status of Kosova  with full respect for its will and the dignity it deserves.  I would also like to take this opportunity to congratulate the political leadership of Kosova for submitting a treaty of reconciliation  friendship and cooperation with Serbia — a treaty inspired by the highest European values and the best of European heritage. I hope and wish that Serbia would take up this important opportunity  because I believe that peace and coexistence between Albanians and Serbs in the Balkans will best benefit both of these nations."
"4",146,"AND",62,2007,"People and planet. They are our alpha and our omega. They are the foundation and objective of actions by bodies such as the United Nations.  The Earth is blue like an orange  said the poet Paul Eluard. That is a logical statement  as our planet takes its blue colour from the sky and the oceans that protect us  and the orange colour from the fruit that nourishes us. The Earth is a sphere that moves and turns with infinite interdependence. The human attitude  nature and peoples are bound together to form a single scheme of debate  impossible to resolve separately.  Every year in the General Assembly we are pleased to feel that our work is centred on the ideals of a better world in the environment of a democratic structure  dialogue  the brotherhood of cultures and financial and social interchange  supportive and prosperous between peoples.  The latest data available to us on the Millennium Development Goals (MDGs) show a positive trend. We have made great progress in the reduction of child mortality and we have applied various measures of truly surprising simplicity that have demonstrated their effectiveness in eradicating many illnesses. And yet the inhabitants of the world — the people  flora and fauna of the planet — look at our organizations and all of us somewhat suspiciously. There is much concern. There is great uncertainty.  With your permission  my words today will not be of self-complacency either for the results obtained or for the undeniable improvement in some of the ailments that undermine our dignity as people. Congratulations can give way to relaxation and can have a perversely soothing effect on our consciences. The development of global societies has become essential in the light of the positions affecting economic  social  cultural  military and political systems on a worldwide scale. There is an urgent need for conceptualization in the face of the evident poverty resulting from the sudden and profound transformations suffered by peoples  regions and countries. Successive waves of contributions of capital and human resources combine with pre-existing human substrata  creating superimposed layers that further accentuate differences. When those investments cease to be profitable  resources are redirected. That results in situations of change or crisis.  The realities on which we have to concentrate are those of a world in which  according to the latest data published by UNICEF  9.7 million children’s lives were lost in one year; a world in which human life expectancy can differ by more than 30 years; a world in which more than 39 million people are infected with the AIDS virus; and a world in which too many people are still without access to safe drinking water. That is not doomsaying on my part; it is a recognition that the advances made cannot conceal the profound shortcomings that still exist or hold back the achievement of results.  Indignation and rejection in the face of every unacceptable reality have made possible the finest achievements for the progress of humanity in a remarkable way at the United Nations and must now enable us to obtain more resources  to go faster  to have more ideas and to be even more effective.  Mr. Beck (Palau)  Vice-President  took the Chair.  For more than six decades  the United Nations has sought to be the moral and legal force which ensures that dialogue  cooperation and solidarity take the place of oppression  weapons  famine  ignorance  misery and injustice. However  during the years of existence of the United Nations  wars  poverty and intolerance have not stopped. On the contrary  we have had to add new ills  such as the radicalization of fundamentalism or the degradation of the environment  and increasingly frequent natural disasters. Earthquakes  hurricanes  typhoons  cyclones  tornadoes and floods and the thawing of many of the glaciers at the two poles are vivid examples of the climatic disorder that we have to combat. To tell the truth  the planet is threatened; but I do not think that this is an accurate assertion. Those really threatened are the most vulnerable persons and countries. They are the ones who suffer from war  illness and underdevelopment. Climate change will affect all of us  but not all of us equally.  At the same time  trafficking in  and the abuse of  children and women continue despite the legal instruments with which we have equipped countries such as Andorra  where the defence of human rights and liberties is considered to be a fundamental inspiring principle.  The world of the twenty-first century views armed conflicts  terrorism  violations of human rights and extremely precarious situations in many areas with something between resignation and impotence. I would refer  merely as an example  to the extreme situation that has affected the population of Darfur for many years.   We should not be surprised that  faced with all those hard realities  international institutions like ours are suffering serious crises of discredit and significant erosion. Nevertheless  if we are here today it is because we believe that we can improve the world — people and planet — because we are convinced that together we are able to react. Hope remains intact. Every country — whatever its size — and every director and every organization with the capacity for action has to fight to make law into the essence of vitality and to achieve open and sincere dialogue in the international arena. As Charles de Gaulle said  it takes several to deliberate  and one to act. As Al Gore told us on Monday  the world requires a global Marshall Plan  because our planet is in an emergency situation.  We are delighted with the thrust and  dynamism displayed by the new Secretary-General   Mr. Ban Ki-moon  since he took office. We praise the efforts of the General Assembly in setting up a Working Group on Security Council reform  as well as the proposals that are being studied. We fully support the model of society proposed by the United Nations — rooted in the principles of peace  solidarity  liberty  cooperation  social development and economic growth.  With regard to goals  I applaud the initiative of the Millennium Development Goals. At the time of their introduction  the previous Secretary-General warned us that we needed to break with routine. He told us that we could not achieve results in a day because success would require sustained action over the 10 years envisaged for implementation. Today  before the entire Assembly  I add my full support to those words. I call upon everyone to maintain the pace and to press the foot down a little harder on the accelerator.  We all benefit from the progress that we have made. We know the enduring relationship that exists between poverty and nearly all the challenges we face: mortality rates  differences in life expectancy  ill health  injustice  intolerance  marginalization and armed conflict. Let us reject before the world and before all peoples some of the pernicious prejudices that prevent us from advancing. Permit me to recall three truths that have been defined a number of times by Jeffrey Sachs  the director of the Earth Institute at Columbia University.  The first is that the illnesses ravaging poor countries are perfectly avoidable and can be prevented. The second is that to avoid all the thoroughly unnecessary deaths caused by them will not affect the population explosion. The third is that poor countries  as has already been shown and in refutation of some voices deliberately ignorant of their prejudices  are capable of installing efficient public health programmes when they receive adequate aid.  As a result of the terror and the material and moral misery suffered during the Second World War  countries  peoples and their representatives came to an agreement  saying “enough” and creating organizations such as the United Nations to regulate and mediate conflict. They did this with a sense of generosity  a breadth of purpose and a boldness that today must inspire our action even more.  The ideals of the fathers of the Charter of the United Nations were founded on a respect for individuals  on liberty and on access to knowledge and education to achieve welfare and peace around the world. Only through an energetic renewal of those ideals can we ensure that the balance on planet Earth improves perceptibly and continues to do so year by year. Only with the unity  understanding and cooperation of all nations can we obtain results.  The small size of Andorra has not prevented us from maintaining good neighbourly relationships with France and Spain for more than seven centuries. We are fully concerned and involved with the objectives of the United Nations. With our long and  at the same time  humble experience  we could even become a neutral area  impartial and isolated from partisan interests  in the case of any conflict in need of resolution.  We must be realistic  but this must not stop us. We must advance with modest but continuous reforms  tangible and firm reforms that lead us to a better future. "
"5",191,"ARE",62,2007,"It gives me great pleasure to express  on behalf of the delegation of the United Arab Emirates  our sincere congratulations to you  Sir  and to your friendly country on your election as President of the General Assembly at its sixty-second session. We look forward to working closely with you as you seek to successfully discharge your mission.  I would also like to express our appreciation to your predecessor  Sheikha Haya Rashed Al-Khalifa  for her remarkable achievements during her presidency at the sixty-first session of the General Assembly  in particular her efforts to stimulate more active debate among cultures.  I also take this opportunity to express our warmest greetings to His Excellency Mr. Ban Ki-moon  the Secretary-General  and to note our appreciation of the initiatives he has taken to promote the role of the United Nations since assuming his post.  Our world still suffers from a wide range of regional and international issues  conflicts and threats  most visible among which are the worldwide spread of poverty and epidemics  the degradation of the environment  terrorism  organized crime  the spread of extremism and violations of human rights  and attempts to obtain nuclear weapons. This should prompt us to make sincere and determined efforts to implement the recommendations  decisions and plans of action approved by the world’s leaders and by the United Nations.  Given its interest in and commitment to the principle of good-neighbourly relations  as well as its respect for the national sovereignty of other States  the United Arab Emirates would like to draw attention to the fact that  thus far  no progress whatsoever has been made on the issue of the Iranian occupation since 1971 of three islands belonging to the United Arab Emirates: the Greater Tunb  the Lesser Tunb and Abu Musa. This is despite the consistent efforts expended and the positive peaceful initiatives taken by my country  which wants this issue settled by peaceful means  either through bilateral and unconditioned negotiations or by referral of the issue to the International Court of Justice for legal arbitration.  Severe conflict has sorely wounded our region  and quick and effective treatment is required. As for Iraq  we express our firm belief that all should abstain from interference in Iraq’s internal affairs and should show respect for the national sovereignty and territorial integrity of Iraq. This requires that all parties should cooperate to bring to an end the cycle of violence and the inflaming of passions  and it calls for partition and division. Let us give our support to an Iraqi Government that truly works to achieve national reconciliation. The United Arab Emirates renews its encouragement for the efforts made to promote reconstruction in Iraq.  Regarding the Middle East crisis  we call on the United Nations  and the Security Council in particular  to play a more active role  together with the Middle East Quartet  to give new momentum to the Middle East peace process. We stress that no solution to the Arab-Israeli conflict is possible without Israel’s acceptance of the Arab Peace Initiative  which is based on the relevant United Nations resolutions and offers a balanced and comprehensive solution to this long-standing conflict.  In this context  we are following with interest the efforts to convene the international peace conference for the Middle East later this year with the participation of all concerned parties. We look forward to a balanced and fair settlement of the issue on the basis of the Arab Peace Initiative  the United Nations Security Council resolutions  and the rules of international legitimacy. We also renew our support for Syria’s right to regain its full sovereignty over the occupied Golan Heights.  We note with satisfaction the United Nations role in restoring security and stability in Lebanon  thanks to the pressure put on Israel to fulfil its legal obligations under Security Council resolution 1701 (2006)  including respect for Lebanon’s sovereignty  withdrawal from the Shaba’a farmlands and the village of al-Ghajar and the handing over of detailed maps and coordinates of the landmines that Israel planted in southern Lebanon.  We reaffirm our support for the reconstruction efforts and for the stability and territorial integrity of Lebanon as well as for the maintenance of its constitutional institutions. In this respect  the United Arab Emirates has undertaken a number of reconstruction projects in Lebanon and has provided humanitarian assistance. The United Arab Emirates collaborates closely with the Lebanese Government and the United Nations to remove mines and unexploded ordnance  this work having originally commenced as part of an initiative taken by the United Arab Emirates in 2001  when my Government provided initial funding of $50 million.  We hope that talks between Iran and the International Atomic Energy Agency will eventually lead to a permanent  peaceful solution that will spare the region further tensions and conflicts and will help to reassure countries in the region that they will not be faced with any threats to their security. We stress again that Israel should not be excluded from the terms of the Treaty on the Non-Proliferation of Nuclear Weapons.  The United Arab Emirates continues to cooperate fully with all efforts to combat all forms of terrorism  including associated money-laundering. We also emphasize the importance of promoting dialogue among cultures and civilizations and of enhancing tolerance among religions.  The United Arab Emirates contributes generously to the financing of development projects in some 95 States. Such assistance has exceeded $70 billion and is intended to promote a culture of peace and stability in those countries and throughout the world. Consistent with that approach  the United Arab Emirates has created a number of institutions  including the Abu Dhabi Fund for Development  the Zayed Charitable and Humanitarian Foundation  the Khalifa bin Zayed Foundation for Charitable Work and the Mohammed bin Rashid Al Maktoum Charity  which recently launched the “Dubai Cares” charity campaign  which seeks to guarantee education for 1 million children around the world  especially in Asia and Africa.  Since its creation in 1971  the United Arab Emirates has achieved economic  social and cultural progress that has helped to establish stability and well-being for citizens of the Emirates and job opportunities for the millions who work in our country.  We have also launched an interim political reform plan  in whose first phase half of the members of the Federal National Council were elected as an important step towards political participation. In this context  I should also like to make reference to the significant national gains that have been made by women in the United Arab Emirates. Two women sit in the Council of Ministers  and women hold approximately a quarter of the seats in the Federal National Council. They are also represented in the judiciary and in other senior leadership and decision-making positions.  In the context of its national  regional and international efforts and cooperation  the United Arab Emirates has enacted laws to counter terrorist crimes and money-laundering and has frozen many suspect bank and corporate accounts. It has also enacted laws on issues such as human trafficking and international judicial cooperation on criminal matters  and has adopted import and export control procedures for a range of commodities. In its desire for educational and cultural contact with the rest of the world  the United Arab Emirates has launched a number of initiatives  including the $2-million Sheikh Zayed Book Award  designed to motivate creative writers and intellectuals to make contributions in all spheres of the humanities.  As part of our efforts to bring the experience of the world’s most prestigious universities to the United Arab Emirates  we have recently launched the Paris-Sorbonne University Abu Dhabi and have inaugurated the Emirates Foundation to raise our educational  technological  intellectual and research resources to the highest global levels. Further underlining our belief in the importance of cultural communication among the world’s peoples for the preservation of the historical heritage of human civilization  we have agreed to build two world-class satellite museums in the United Arab Emirates: the Louvre Abu Dhabi and the Guggenheim Abu Dhabi.  The United Arab Emirates prides itself on being home for people of all religions  ethnicities  cultures and countries from all continents. Indeed  the number of countries represented in the Emirates exceeds the total membership of the United Nations. All these people live in the Emirates in harmony  forming a model for what the modern world should be like.  In compliance with its obligations under international human rights and labour treaties  the United Arab Emirates has enacted legislation to guarantee the full rights of its expatriate workforce in accordance with relevant national and international laws and treaties. I affirm here that the relevant authorities in the United Arab Emirates are determined that these laws and treaties should be fully implemented so as to protect workers and provide them with the best working and living conditions.  Finally  we hope that our deliberations on the urgent international issues on the agenda of the current sixty-second session of the General Assembly will continue in a spirit of solidarity and will lead to positive steps towards the eventual fulfilment of our aspiration to peace  development and prosperity for our world and its peoples. "
